feed_title,feed_link,feed_description,feed_language,title,link,description,pub_date,guid,dc_creator,author,media_url,media_type,media_width,media_height,enclosure_url,enclosure_type,enclosure_length,pub_date_formatted,full_content
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,Hong Kong’s sporting dream needs the support of private enterprise,https://www.scmp.com/opinion/hong-kong-opinion/article/3302874/hong-kongs-sporting-dream-needs-support-private-enterprise?utm_source=rss_feed,Support from the government and sports associations must be combined with collaboration with big sporting corporations to tap their expertise.,"Sun, 23 Mar 2025 09:30:08 +0800",https://www.scmp.com/opinion/hong-kong-opinion/article/3302874/hong-kongs-sporting-dream-needs-support-private-enterprise?utm_source=rss_feed,"Scott Cheng,David Ketchum","Scott Cheng,David Ketchum",https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/21/947535ca-5371-4836-a57f-59bcb6f912cc_fe3a7599.jpg?itok=8rngo2od,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/21/947535ca-5371-4836-a57f-59bcb6f912cc_fe3a7599.jpg?itok=8rngo2od,image/jpeg,1280,2025-03-23 09:30:08,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,"A&E fee reform needed as some patients only seek sick notes, Hong Kong doctor says",https://www.scmp.com/news/hong-kong/health-environment/article/3303474/ae-fee-reform-needed-some-patients-only-seek-sick-notes-hong-kong-doctor-says?utm_source=rss_feed,"Dr Tsui Shek-hon says authorities are not accusing patients of ‘abusing’ the services, but some cases are clearly not urgent.","Sun, 23 Mar 2025 07:00:17 +0800",https://www.scmp.com/news/hong-kong/health-environment/article/3303474/ae-fee-reform-needed-some-patients-only-seek-sick-notes-hong-kong-doctor-says?utm_source=rss_feed,Ng Kang-chung,Ng Kang-chung,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/cfceaf0e-55d4-4517-bbd5-483f58f1b1d0_c855306e.jpg?itok=uMzS8nyP,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/cfceaf0e-55d4-4517-bbd5-483f58f1b1d0_c855306e.jpg?itok=uMzS8nyP,image/jpeg,1280,2025-03-23 07:00:17,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,Hong Kong authorities step in as complaints over Coldplay ticketing errors mount,https://www.scmp.com/news/hong-kong/hong-kong-economy/article/3303479/coldplay-fans-forced-exchange-tickets-hong-kong-shows-after-misprint?utm_source=rss_feed,RedNote account of tourism minister hit with complaints from angry mainland Chinese music fans after Cityline says some tickets will need to be exchanged.,"Sat, 22 Mar 2025 21:56:15 +0800",https://www.scmp.com/news/hong-kong/hong-kong-economy/article/3303479/coldplay-fans-forced-exchange-tickets-hong-kong-shows-after-misprint?utm_source=rss_feed,"Cannix Yau,Jess Ma","Cannix Yau,Jess Ma",https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/d0baceb7-af1c-4839-a241-5b9805f0dfbe_24c0f9d6.jpg?itok=irWGu9Zp,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/d0baceb7-af1c-4839-a241-5b9805f0dfbe_24c0f9d6.jpg?itok=irWGu9Zp,image/jpeg,1280,2025-03-22 21:56:15,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,Hong Kong students hit by gastroenteritis on another mainland study trip,https://www.scmp.com/news/hong-kong/health-environment/article/3303476/hong-kong-students-hit-gastroenteritis-another-mainland-study-trip?utm_source=rss_feed,"Several among group of 120 have fallen ill while on tour to Guangdong, as school becomes 10th to report similar health issues this month.","Sat, 22 Mar 2025 21:13:30 +0800",https://www.scmp.com/news/hong-kong/health-environment/article/3303476/hong-kong-students-hit-gastroenteritis-another-mainland-study-trip?utm_source=rss_feed,Jess Ma,Jess Ma,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/fc6c7bed-7f43-4cfb-9c9a-c4af2b4b4a9a_00091ab4.jpg?itok=oNYN4OGq,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/fc6c7bed-7f43-4cfb-9c9a-c4af2b4b4a9a_00091ab4.jpg?itok=oNYN4OGq,image/jpeg,1280,2025-03-22 21:13:30,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,Panda Le Le’s bald patches? Hong Kong Ocean Park explains what’s behind it,https://www.scmp.com/news/hong-kong/hong-kong-economy/article/3303471/panda-le-les-bald-patches-hong-kong-ocean-park-explains-whats-behind-it?utm_source=rss_feed,Internet users have raised concerns after spotting the 19-year-old bear’s bald patches during live streams.,"Sat, 22 Mar 2025 19:05:36 +0800",https://www.scmp.com/news/hong-kong/hong-kong-economy/article/3303471/panda-le-les-bald-patches-hong-kong-ocean-park-explains-whats-behind-it?utm_source=rss_feed,Willa Wu,Willa Wu,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/0cca19dc-4c73-4588-b8ba-9fc32bcbd60f_eaed0f8d.jpg?itok=0cjYYiOa,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/0cca19dc-4c73-4588-b8ba-9fc32bcbd60f_eaed0f8d.jpg?itok=0cjYYiOa,image/jpeg,1280,2025-03-22 19:05:36,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,"Hong Kong customs arrests 1, seizes HK$33 million of suspected cocaine",https://www.scmp.com/news/hong-kong/law-and-crime/article/3303468/hong-kong-customs-arrests-1-seizes-hk33-million-suspected-cocaine?utm_source=rss_feed,"Man held in connection with drug trafficking, as officers find suspected narcotic in commercial building in bustling Tsim Sha Tsui.","Sat, 22 Mar 2025 17:42:17 +0800",https://www.scmp.com/news/hong-kong/law-and-crime/article/3303468/hong-kong-customs-arrests-1-seizes-hk33-million-suspected-cocaine?utm_source=rss_feed,Jess Ma,Jess Ma,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/1ac4de43-d3b3-4457-a361-7c086be30b83_8733ab81.jpg?itok=Ef5Njq0u,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/1ac4de43-d3b3-4457-a361-7c086be30b83_8733ab81.jpg?itok=Ef5Njq0u,image/jpeg,1280,2025-03-22 17:42:17,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,Elderly Hong Kong taxi driver injured after accelerating down Sai Kung slope,https://www.scmp.com/news/hong-kong/transport/article/3303466/elderly-hong-kong-taxi-driver-injured-after-vehicle-tumbles-down-sai-kung-slope?utm_source=rss_feed,"Police say 66-year-old accidentally accelerated, causing vehicle to drive down three-metre slope and leaving him with neck and back pains.","Sat, 22 Mar 2025 17:36:43 +0800",https://www.scmp.com/news/hong-kong/transport/article/3303466/elderly-hong-kong-taxi-driver-injured-after-vehicle-tumbles-down-sai-kung-slope?utm_source=rss_feed,William Yiu,William Yiu,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/3a6d16e2-e914-4947-b3f4-80471fd6c369_2216efb8.jpg?itok=1x1xP6JO,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/3a6d16e2-e914-4947-b3f4-80471fd6c369_2216efb8.jpg?itok=1x1xP6JO,image/jpeg,1280,2025-03-22 17:36:43,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,"Panama ports deal of strategic importance, say Hong Kong political heavyweights",https://www.scmp.com/news/hong-kong/politics/article/3303458/panama-ports-deal-strategic-importance-say-hong-kong-political-heavyweights?utm_source=rss_feed,"‘Not easy’ for Hong Kong or mainland Chinese firms to take part in ‘some strategic projects’, NPC Standing Committee member Starry Lee says.","Sat, 22 Mar 2025 16:25:48 +0800",https://www.scmp.com/news/hong-kong/politics/article/3303458/panama-ports-deal-strategic-importance-say-hong-kong-political-heavyweights?utm_source=rss_feed,Willa Wu,Willa Wu,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/d95d55a7-42da-44d0-afb8-acdbfc1829e4_e4b4d7f0.jpg?itok=4NLj_PJ-,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/d95d55a7-42da-44d0-afb8-acdbfc1829e4_e4b4d7f0.jpg?itok=4NLj_PJ-,image/jpeg,1280,2025-03-22 16:25:48,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,Art March is taking over Hong Kong. Here is what you shouldn’t miss,https://www.scmp.com/news/hong-kong/society/article/3303452/art-march-taking-over-hong-kong-here-what-you-shouldnt-miss?utm_source=rss_feed,"The Post covers what’s being offered across the city, including exhibitions, installations, hands-on experiences and discussions.","Sat, 22 Mar 2025 15:00:16 +0800",https://www.scmp.com/news/hong-kong/society/article/3303452/art-march-taking-over-hong-kong-here-what-you-shouldnt-miss?utm_source=rss_feed,Ambrose Li,Ambrose Li,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/957cf723-1da1-478e-8390-9ff0d8503149_3d05f21d.jpg?itok=hVP3KfgR,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/957cf723-1da1-478e-8390-9ff0d8503149_3d05f21d.jpg?itok=hVP3KfgR,image/jpeg,1280,2025-03-22 15:00:16,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,Hong Kong chronic disease subsidy scheme to cover tests to detect high cholesterol,https://www.scmp.com/news/hong-kong/education/article/3303453/hong-kong-chronic-disease-subsidy-scheme-cover-blood-lipid-testing?utm_source=rss_feed,"Starting March 28, participants under the scheme can undergo blood lipid testing at a subsidised cost of HK$120.","Sat, 22 Mar 2025 14:29:41 +0800",https://www.scmp.com/news/hong-kong/education/article/3303453/hong-kong-chronic-disease-subsidy-scheme-cover-blood-lipid-testing?utm_source=rss_feed,William Yiu,William Yiu,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/81890b4b-2240-4560-ae46-ac69d48f25eb_f46a8da6.jpg?itok=r1ACfq9E,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/81890b4b-2240-4560-ae46-ac69d48f25eb_f46a8da6.jpg?itok=r1ACfq9E,image/jpeg,1280,2025-03-22 14:29:41,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,Another Hong Kong flight cancelled as Heathrow Airport chaos drags on,https://www.scmp.com/news/hong-kong/transport/article/3303446/1-6-hong-kong-london-daily-flights-axed-despite-heathrow-reopening?utm_source=rss_feed,"‘This is an unprecedented situation, and we have not seen a closure of Heathrow on this scale for many years,’ British Airways CEO Sean Doyle says.","Sat, 22 Mar 2025 13:29:52 +0800",https://www.scmp.com/news/hong-kong/transport/article/3303446/1-6-hong-kong-london-daily-flights-axed-despite-heathrow-reopening?utm_source=rss_feed,"Harvey Kong,Denise Tsang","Harvey Kong,Denise Tsang",https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/21a446d8-ab54-4d12-86fb-36df1158e702_f05ff791.jpg?itok=Gt9ghMTO,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/21a446d8-ab54-4d12-86fb-36df1158e702_f05ff791.jpg?itok=Gt9ghMTO,image/jpeg,1280,2025-03-22 13:29:52,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,Hong Kong driver arrested after crane hits overhead cable for light rail services,https://www.scmp.com/news/hong-kong/transport/article/3303438/hong-kong-driver-arrested-after-crane-hits-overhead-cable-disrupting-light-rail-services?utm_source=rss_feed,MTR Corp says services gradually resuming in Tin Shui Wai as damage is repaired following disruption.,"Sat, 22 Mar 2025 11:42:22 +0800",https://www.scmp.com/news/hong-kong/transport/article/3303438/hong-kong-driver-arrested-after-crane-hits-overhead-cable-disrupting-light-rail-services?utm_source=rss_feed,William Yiu,William Yiu,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/a8bc7295-6031-4d73-aa8f-bbd202db45b9_58fe8bc9.jpg?itok=yjFz0w0Y,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/a8bc7295-6031-4d73-aa8f-bbd202db45b9_58fe8bc9.jpg?itok=yjFz0w0Y,image/jpeg,1280,2025-03-22 11:42:22,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,It’s a family affair: inside Hong Kong’s quest to lure the world’s wealthiest clans,https://www.scmp.com/business/banking-finance/article/3303298/its-family-affair-inside-hong-kongs-quest-lure-worlds-wealthiest-clans?utm_source=rss_feed,"Two years ago, the government unveiled eight measures with the aim of attracting affluent families so they could set up family offices.","Sat, 22 Mar 2025 11:00:11 +0800",https://www.scmp.com/business/banking-finance/article/3303298/its-family-affair-inside-hong-kongs-quest-lure-worlds-wealthiest-clans?utm_source=rss_feed,Enoch Yiu,Enoch Yiu,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/21/27d2e459-3687-4db6-acda-172577071ad2_80be9195.jpg?itok=RFam3a63,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/21/27d2e459-3687-4db6-acda-172577071ad2_80be9195.jpg?itok=RFam3a63,image/jpeg,1280,2025-03-22 11:00:11,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,"Hong Kong runner takes on week of ultra-marathons for charity, covering 350km",https://www.scmp.com/news/hong-kong/society/article/3303407/1-hongkonger-350km-7-days-runner-takes-week-ultra-marathons-charity?utm_source=rss_feed,"After nine months of training, Kevin Field is putting himself to the test to inspire others and raise HK$35,000 to support Hong Kong’s refugees.","Sat, 22 Mar 2025 09:00:21 +0800",https://www.scmp.com/news/hong-kong/society/article/3303407/1-hongkonger-350km-7-days-runner-takes-week-ultra-marathons-charity?utm_source=rss_feed,Connor Mycroft,Connor Mycroft,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/7142c9d5-243b-4075-8d40-0f937ae9ba95_d51d41cf.jpg?itok=2Eefitk3,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/22/7142c9d5-243b-4075-8d40-0f937ae9ba95_d51d41cf.jpg?itok=2Eefitk3,image/jpeg,1280,2025-03-22 09:00:21,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,Hong Kong aims to slash 10% no-show rate for radiology services in fee proposal,https://www.scmp.com/news/hong-kong/education/article/3303410/hong-kong-aims-slash-10-no-show-rate-radiology-services-fee-proposal?utm_source=rss_feed,Hospital Authority says proposed charges for MRI and CT scans will encourage residents to keep appointments.,"Sat, 22 Mar 2025 07:00:13 +0800",https://www.scmp.com/news/hong-kong/education/article/3303410/hong-kong-aims-slash-10-no-show-rate-radiology-services-fee-proposal?utm_source=rss_feed,William Yiu,William Yiu,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/21/d1afa7ae-976a-44c7-8271-7d0a957c48c3_7f3e31b2.jpg?itok=rFyDCM98,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/21/d1afa7ae-976a-44c7-8271-7d0a957c48c3_7f3e31b2.jpg?itok=rFyDCM98,image/jpeg,1280,2025-03-22 07:00:13,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,Hong Kong’s intangible cultural heritage to be celebrated in new annual initiative,https://www.scmp.com/news/hong-kong/hong-kong-economy/article/3303399/hong-kongs-intangible-cultural-heritage-be-celebrated-new-annual-initiative?utm_source=rss_feed,"Different types of craftsmanship, performances, traditions and rituals among activities to be showcased across the month of June.","Fri, 21 Mar 2025 20:41:58 +0800",https://www.scmp.com/news/hong-kong/hong-kong-economy/article/3303399/hong-kongs-intangible-cultural-heritage-be-celebrated-new-annual-initiative?utm_source=rss_feed,Ambrose Li,Ambrose Li,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/21/90671ae2-004a-40c1-b152-c6f84f3aaf13_5bbf7529.jpg?itok=dDL76Tz9,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/21/90671ae2-004a-40c1-b152-c6f84f3aaf13_5bbf7529.jpg?itok=dDL76Tz9,image/jpeg,1280,2025-03-21 20:41:58,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,Hong Kong police to crack down on traffic offences after fatal accidents rise 40%,https://www.scmp.com/news/hong-kong/law-and-crime/article/3303394/hong-kong-police-crack-down-traffic-offences-after-fatal-accidents-rise-40?utm_source=rss_feed,"Officers to target both drivers and pedestrians by filming from elevated spots, along with plain-clothes patrols.","Fri, 21 Mar 2025 20:23:43 +0800",https://www.scmp.com/news/hong-kong/law-and-crime/article/3303394/hong-kong-police-crack-down-traffic-offences-after-fatal-accidents-rise-40?utm_source=rss_feed,Jess Ma,Jess Ma,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/21/014f92b0-703c-4eff-9e37-299d4b9805cc_b9c93a57.jpg?itok=8FmAE_Mf,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/21/014f92b0-703c-4eff-9e37-299d4b9805cc_b9c93a57.jpg?itok=8FmAE_Mf,image/jpeg,1280,2025-03-21 20:23:43,
Hong Kong - South China Morning Post,https://www.scmp.com/rss/2/feed,"Breaking news, analysis and opinion from the SCMP's Hong Kong edition.",en,"NJZ, formerly NewJeans, to perform in ComplexCon Hong Kong despite court injunction",https://www.scmp.com/news/hong-kong/hong-kong-economy/article/3303383/njz-former-newjeans-perform-complexcon-hong-kong-despite-court-injunction?utm_source=rss_feed,Group says via social media they will proceed with March 23 performance ‘out of respect for our fans and all stakeholders involved’.,"Fri, 21 Mar 2025 19:09:10 +0800",https://www.scmp.com/news/hong-kong/hong-kong-economy/article/3303383/njz-former-newjeans-perform-complexcon-hong-kong-despite-court-injunction?utm_source=rss_feed,"Jiang Chuqin,Wynna Wong","Jiang Chuqin,Wynna Wong",https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/21/b5a59455-9679-4a86-b93b-3f62ac2c7934_f6b7aab1.jpg?itok=CTUy5ODW,image/jpeg,1280,720,https://cdn.i-scmp.com/sites/default/files/styles/1280x720/public/d8/images/canvas/2025/03/21/b5a59455-9679-4a86-b93b-3f62ac2c7934_f6b7aab1.jpg?itok=CTUy5ODW,image/jpeg,1280,2025-03-21 19:09:10,
